Vehicle Number,Blacklist Flag,No. of Fines,Color,Fitness Upto,Insurance Upto,Insurance Comp,Maker,Rc Status,Registration Date,RTO,Year of Purchase,Type of Car,Pollution Cert Validity
MH 58 ZM 7000,yes,2,Red,02-11-2025,06-08-2023,Tata AIG,Honda,ACTIVE,28-06-2013,MH,2012,personal,01-09-2031
OD 53 KX 5749,no,0,Red,19-05-2029,15-06-2026,New India Assurance,Toyota,ACTIVE,23-04-2018,OD,2017,personal,07-01-2030
TR 82 GZ 4271,yes,7,Black,09-05-2025,27-09-2032,Tata AIG,Maruti Suzuki,DEACTIVE,13-06-2013,TR,2013,commercial,04-02-2030
KL 32 WU 4379,yes,8,Black,21-03-2030,20-12-2028,United India Insurance,Tata Motors,ACTIVE,12-01-2014,KL,2018,commercial,19-08-2029
HP 47 QL 7618,yes,6,Silver,29-05-2025,18-06-2026,Bajaj Allianz,Honda,ACTIVE,21-04-2018,HP,2018,commercial,14-06-2029
MH 99 IO 2911,no,0,Yellow,11-09-2027,24-11-2030,Future Generali,Maruti Suzuki,ACTIVE,25-01-2015,MH,2002,commercial,07-01-2024
SK 76 PX 4763,no,0,Yellow,24-12-2031,10-03-2024,Oriental Insurance,Hyundai,ACTIVE,14-12-2017,SK,2023,personal,21-08-2031
MH 82 QK 8360,yes,1,Green,17-08-2023,24-08-2031,SBI General,Tata Motors,ACTIVE,05-09-2015,MH,2007,commercial,27-02-2026
TS 65 NK 2049,no,0,Red,26-09-2025,26-01-2026,Future Generali,Toyota,DEACTIVE,18-06-2011,TS,2022,commercial,19-04-2031
HP 88 HR 9096,no,0,Red,30-10-2029,13-07-2030,Tata AIG,HERO MOTOCORP LTD,ACTIVE,23-09-2020,HP,2006,personal,06-08-2024
TR 32 HD 2509,yes,10,White,22-03-2031,02-06-2029,Future Generali,Toyota,ACTIVE,31-12-2011,TR,2017,commercial,22-12-2026
PB 30 TJ 2437,yes,9,Yellow,20-01-2033,03-05-2027,ICICI LOMBARD,Toyota,ACTIVE,19-09-2021,PB,2006,personal,23-02-2033
JH 68 GI 3817,yes,8,Silver,20-02-2032,23-07-2024,ICICI LOMBARD,Hyundai,DEACTIVE,06-02-2021,JH,2007,personal,27-06-2029
ML 39 WW 3322,no,0,Green,26-01-2033,07-11-2032,Tata AIG,Tata Motors,ACTIVE,21-12-2017,ML,2023,personal,10-07-2031
RJ 60 RY 4296,no,0,Silver,14-08-2029,10-07-2024,Bajaj Allianz,Hyundai,ACTIVE,20-09-2018,RJ,2007,commercial,28-06-2027
ML 55 MG 5450,no,0,Black,11-06-2033,12-12-2026,United India Insurance,Honda,DEACTIVE,18-11-2012,ML,2009,commercial,20-01-2030
HP 53 JS 2563,no,0,Yellow,24-10-2031,02-07-2029,Tata AIG,Honda,ACTIVE,21-03-2020,HP,2000,commercial,05-07-2030
ML 87 BD 4813,yes,9,Black,25-10-2031,29-07-2030,Bajaj Allianz,Toyota,ACTIVE,08-11-2015,ML,2015,commercial,01-05-2027
AP 51 XU 6952,no,0,Yellow,21-08-2030,15-02-2030,Oriental Insurance,Tata Motors,DEACTIVE,30-04-2023,AP,2009,commercial,11-03-2031
HP 98 KO 2033,no,0,Black,12-04-2025,18-05-2032,SBI General,Hyundai,DEACTIVE,16-07-2010,HP,2017,personal,22-10-2026
OD 34 CS 3854,no,0,Black,14-04-2031,05-06-2025,United India Insurance,Tata Motors,ACTIVE,05-07-2020,OD,2008,personal,15-11-2028
GJ 81 RV 8327,yes,4,Red,06-04-2028,22-10-2032,Future Generali,Honda,DEACTIVE,04-02-2022,GJ,2017,commercial,19-07-2028
MZ 89 RU 3748,yes,8,Black,24-11-2029,08-04-2026,United India Insurance,Tata Motors,ACTIVE,25-05-2015,MZ,2023,commercial,25-10-2031
JH 61 JS 5552,no,0,Red,09-02-2028,02-07-2028,Tata AIG,Tata Motors,DEACTIVE,01-01-2012,JH,2015,personal,11-07-2025
MN 18 RW 1486,no,0,Red,03-07-2026,27-11-2031,Oriental Insurance,Hyundai,ACTIVE,16-04-2014,MN,2010,personal,18-12-2032
TS 48 OB 4456,yes,3,White,23-06-2024,28-10-2031,HDFC ERGO,Toyota,ACTIVE,03-07-2019,TS,2020,personal,18-09-2024
MZ 97 WB 6907,yes,5,Blue,29-07-2028,09-11-2023,United India Insurance,Toyota,ACTIVE,10-08-2019,MZ,2000,commercial,11-01-2024
UP 39 ZX 8871,yes,7,Black,14-08-2027,13-02-2026,New India Assurance,Hyundai,DEACTIVE,30-11-2020,UP,2020,commercial,03-07-2026
GA 85 RL 5291,no,0,Red,15-01-2025,17-01-2026,Future Generali,HERO MOTOCORP LTD,ACTIVE,04-07-2022,GA,2010,commercial,16-12-2026
TN 43 LP 3925,yes,5,Yellow,06-12-2028,17-11-2029,SBI General,Hyundai,ACTIVE,24-02-2012,TN,2009,personal,25-08-2032
MN 66 KN 4415,no,0,Silver,25-07-2029,02-10-2024,SBI General,Maruti Suzuki,DEACTIVE,15-06-2018,MN,2012,commercial,08-09-2026
MP 41 KT 5057,yes,10,Red,28-08-2026,20-06-2033,Future Generali,Tata Motors,ACTIVE,19-09-2022,MP,2006,personal,30-11-2030
MH 44 DD 8356,yes,1,Yellow,22-11-2028,17-12-2029,HDFC ERGO,Honda,ACTIVE,25-10-2010,MH,2004,personal,25-04-2026
SK 43 IM 6563,no,0,Green,25-02-2029,14-02-2025,Tata AIG,Toyota,ACTIVE,02-03-2015,SK,2019,personal,12-11-2030
HR 16 GL 8255,yes,7,Red,21-06-2031,15-10-2032,Oriental Insurance,HERO MOTOCORP LTD,DEACTIVE,15-07-2016,HR,2021,commercial,27-07-2025
AR 91 OY 6834,no,0,Yellow,17-03-2031,21-03-2031,New India Assurance,Maruti Suzuki,ACTIVE,02-08-2022,AR,2017,commercial,06-09-2027
KL 56 LS 3303,no,0,Green,13-07-2025,23-12-2028,Reliance General,Hyundai,DEACTIVE,16-09-2016,KL,2018,commercial,02-01-2031
TR 74 SG 1555,yes,2,Yellow,08-09-2030,08-11-2028,HDFC ERGO,Honda,DEACTIVE,22-02-2020,TR,2020,commercial,22-07-2024
ML 36 JW 3572,no,0,Blue,05-03-2029,23-10-2032,Future Generali,Honda,DEACTIVE,02-07-2015,ML,2016,personal,22-12-2026
HP 48 OK 8739,yes,1,Silver,04-11-2031,15-10-2023,ICICI LOMBARD,Maruti Suzuki,DEACTIVE,29-12-2014,HP,2004,commercial,30-12-2024
SK 30 IV 9665,yes,5,Yellow,04-07-2026,05-02-2026,Oriental Insurance,Hyundai,ACTIVE,30-11-2010,SK,2019,commercial,16-03-2029
JH 75 TH 9783,yes,6,Yellow,07-05-2033,04-02-2029,New India Assurance,Tata Motors,ACTIVE,11-01-2017,JH,2010,commercial,11-04-2031
SK 69 NW 8709,no,0,Blue,10-08-2024,13-05-2029,Future Generali,Honda,DEACTIVE,26-03-2021,SK,2009,personal,03-09-2026
RJ 78 OO 2815,no,0,Green,30-01-2032,29-04-2033,Oriental Insurance,Toyota,ACTIVE,07-12-2016,RJ,2012,commercial,28-04-2024
UK 98 CB 3337,yes,9,Red,08-09-2028,06-11-2029,SBI General,Tata Motors,ACTIVE,14-04-2021,UK,2005,commercial,12-10-2032
AR 69 EE 5610,yes,4,Black,21-07-2027,24-11-2031,United India Insurance,Tata Motors,ACTIVE,22-08-2013,AR,2022,commercial,20-04-2031
TR 91 PQ 3033,yes,5,Black,19-05-2029,02-07-2024,HDFC ERGO,Honda,DEACTIVE,18-08-2014,TR,2018,commercial,16-01-2031
MP 12 EN 9922,no,0,Yellow,18-10-2029,10-01-2029,SBI General,Toyota,DEACTIVE,06-01-2023,MP,2017,personal,21-05-2024
NL 59 UC 9686,no,0,Red,11-01-2025,29-09-2026,New India Assurance,HERO MOTOCORP LTD,DEACTIVE,18-04-2011,NL,2003,commercial,30-12-2031
RJ 55 RK 8297,no,0,Yellow,13-02-2027,14-01-2029,Reliance General,Toyota,DEACTIVE,11-12-2017,RJ,2006,commercial,08-05-2028
UK 72 WT 5380,no,0,Silver,23-07-2024,13-03-2032,New India Assurance,Toyota,DEACTIVE,22-11-2014,UK,2001,personal,04-04-2032
JH 53 VL 9164,no,0,Yellow,26-02-2027,13-07-2024,New India Assurance,HERO MOTOCORP LTD,DEACTIVE,20-08-2018,JH,2022,commercial,25-08-2024
TS 28 IX 9022,yes,8,Silver,05-01-2029,19-04-2032,New India Assurance,Honda,DEACTIVE,15-10-2010,TS,2009,commercial,02-02-2026
MH 40 RJ 7869,yes,4,Silver,21-03-2032,27-11-2028,Reliance General,Hyundai,DEACTIVE,16-03-2012,MH,2022,personal,24-08-2028
JK 45 WZ 6041,yes,8,White,22-04-2027,27-09-2030,Future Generali,Hyundai,DEACTIVE,21-07-2022,JK,2011,commercial,12-06-2033
GA 37 TE 8630,no,0,Yellow,21-09-2026,30-01-2030,Tata AIG,Toyota,DEACTIVE,04-09-2018,GA,2016,personal,07-07-2025
AP 72 DE 5068,yes,9,Green,02-07-2028,20-06-2033,Tata AIG,Hyundai,DEACTIVE,04-07-2022,AP,2021,personal,06-09-2025
UK 56 MD 3862,yes,9,White,07-09-2032,31-12-2029,SBI General,Maruti Suzuki,ACTIVE,26-06-2013,UK,2019,personal,26-08-2028
BR 90 BI 6547,no,0,Yellow,28-01-2031,14-01-2024,SBI General,Tata Motors,ACTIVE,30-07-2018,BR,2006,commercial,11-12-2032
JH 99 UE 4361,yes,5,Black,30-10-2029,11-04-2025,ICICI LOMBARD,Tata Motors,DEACTIVE,03-08-2017,JH,2015,personal,14-05-2031
TS 93 DN 6764,yes,3,Silver,11-07-2033,05-12-2032,New India Assurance,Hyundai,DEACTIVE,05-08-2020,TS,2001,commercial,26-06-2033
JH 48 EO 6408,no,0,White,18-09-2024,12-06-2025,Reliance General,Honda,DEACTIVE,23-01-2022,JH,2002,commercial,16-09-2023
MH 10 DS 4945,no,0,Green,18-01-2031,10-12-2028,Tata AIG,Maruti Suzuki,DEACTIVE,18-05-2020,MH,2014,personal,28-05-2024
RJ 97 FR 9691,no,0,Black,14-02-2029,18-11-2029,Future Generali,Toyota,DEACTIVE,02-03-2019,RJ,2019,commercial,03-12-2031
UK 79 EU 3799,yes,2,Red,15-03-2025,01-07-2028,HDFC ERGO,Honda,DEACTIVE,13-04-2021,UK,2014,personal,04-08-2027
JH 26 FP 5326,yes,1,Red,26-08-2030,13-02-2031,SBI General,Honda,ACTIVE,13-09-2013,JH,2016,personal,01-05-2026
OD 41 MY 4858,yes,6,Red,24-02-2028,03-10-2025,Oriental Insurance,Honda,DEACTIVE,25-02-2016,OD,2003,commercial,07-11-2030
SK 43 YR 1459,no,0,Red,21-01-2024,24-06-2025,Future Generali,HERO MOTOCORP LTD,DEACTIVE,23-07-2021,SK,2019,personal,19-07-2031
TN 11 LQ 8276,yes,8,Blue,28-07-2030,26-12-2024,Oriental Insurance,Honda,DEACTIVE,10-05-2014,TN,2018,personal,12-07-2024
BR 95 RQ 2828,yes,1,Black,19-09-2030,01-11-2023,United India Insurance,Maruti Suzuki,DEACTIVE,25-01-2023,BR,2003,personal,05-10-2027
JH 92 YT 1980,no,0,Blue,28-11-2025,17-10-2023,Bajaj Allianz,Hyundai,ACTIVE,04-10-2012,JH,2003,personal,30-12-2024
CG 68 OO 2209,yes,4,White,19-02-2028,20-04-2030,Reliance General,Honda,DEACTIVE,15-01-2015,CG,2003,commercial,15-11-2031
CG 35 FL 4124,no,0,Silver,27-05-2030,12-03-2029,SBI General,Toyota,DEACTIVE,19-02-2017,CG,2010,personal,12-04-2033
MH 81 IQ 9514,yes,6,Red,11-08-2023,24-06-2028,United India Insurance,Hyundai,DEACTIVE,23-06-2014,MH,2009,commercial,31-12-2032
UK 12 ND 6309,yes,5,White,29-04-2031,22-10-2027,United India Insurance,Tata Motors,DEACTIVE,22-11-2018,UK,2008,personal,10-12-2029
MH 39 HB 4092,yes,2,Yellow,27-04-2025,09-05-2026,Future Generali,HERO MOTOCORP LTD,ACTIVE,07-06-2012,MH,2001,commercial,12-07-2024
HR 36 ID 3561,yes,2,White,18-01-2033,03-12-2030,Tata AIG,Honda,DEACTIVE,25-05-2012,HR,2007,commercial,18-03-2026
UK 12 NN 2525,yes,2,Silver,03-08-2027,06-08-2027,Bajaj Allianz,Maruti Suzuki,ACTIVE,07-06-2016,UK,2009,personal,14-09-2029
SK 24 YH 7233,no,0,Green,09-11-2030,30-01-2029,New India Assurance,Tata Motors,DEACTIVE,07-10-2016,SK,2007,commercial,21-08-2029
ML 87 IZ 4567,no,0,Blue,08-06-2026,16-07-2029,United India Insurance,Tata Motors,DEACTIVE,20-10-2012,ML,2005,commercial,14-10-2030
RJ 62 TF 6463,no,0,Green,24-03-2028,09-10-2032,Oriental Insurance,HERO MOTOCORP LTD,DEACTIVE,20-05-2022,RJ,2014,commercial,18-08-2026
ML 37 WF 3272,yes,10,Green,11-06-2026,03-12-2023,Bajaj Allianz,Tata Motors,DEACTIVE,15-12-2016,ML,2006,commercial,13-11-2032
NL 15 JJ 7252,no,0,Silver,29-09-2024,09-04-2024,SBI General,Toyota,ACTIVE,14-05-2015,NL,2001,commercial,01-03-2028
KA 66 MB 8088,no,0,Yellow,01-10-2028,02-12-2029,Future Generali,Tata Motors,DEACTIVE,02-06-2021,KA,2008,personal,17-07-2029
OD 93 XK 7748,no,0,Green,30-06-2032,01-07-2026,ICICI LOMBARD,Honda,DEACTIVE,21-08-2022,OD,2010,personal,03-04-2024
MP 54 AV 3289,yes,8,Black,16-04-2028,19-12-2029,Reliance General,Tata Motors,DEACTIVE,09-01-2021,MP,2010,personal,28-12-2023
RJ 80 RJ 7110,yes,9,White,05-03-2029,30-12-2027,Tata AIG,Tata Motors,DEACTIVE,23-11-2013,RJ,2019,commercial,28-01-2027
MH 81 KW 9227,no,0,White,07-10-2029,06-03-2024,SBI General,Hyundai,ACTIVE,14-01-2015,MH,2001,commercial,13-04-2030
UK 99 XU 4198,no,0,Yellow,15-01-2030,10-11-2023,Oriental Insurance,Maruti Suzuki,ACTIVE,07-10-2013,UK,2008,commercial,08-01-2030
CG 53 TP 7842,yes,6,Black,15-05-2026,06-04-2029,HDFC ERGO,HERO MOTOCORP LTD,ACTIVE,12-08-2020,CG,2014,personal,26-10-2032
OD 14 WA 1326,yes,10,White,24-09-2026,01-10-2031,HDFC ERGO,Hyundai,DEACTIVE,30-10-2021,OD,2006,personal,19-12-2024
AR 78 JH 8539,no,0,Blue,01-11-2023,13-11-2028,Oriental Insurance,Maruti Suzuki,DEACTIVE,20-07-2017,AR,2018,commercial,05-01-2027
WB 49 IK 2946,no,0,White,15-08-2024,18-06-2031,Reliance General,HERO MOTOCORP LTD,ACTIVE,09-10-2016,WB,2002,personal,27-04-2028
AR 59 WV 8857,yes,5,Red,10-08-2031,22-07-2028,Tata AIG,Toyota,ACTIVE,17-02-2014,AR,2005,personal,12-03-2025
MP 46 XG 4325,yes,10,Red,30-01-2027,14-04-2025,Reliance General,Honda,ACTIVE,02-08-2013,MP,2009,personal,27-01-2026
SK 53 LT 8267,yes,8,White,24-07-2025,07-12-2024,Oriental Insurance,Toyota,ACTIVE,29-03-2010,SK,2011,personal,26-11-2028
TR 76 UN 4200,yes,6,White,03-08-2023,04-10-2029,ICICI LOMBARD,Maruti Suzuki,ACTIVE,07-10-2018,TR,2015,commercial,24-09-2029
GJ 13 MK 9913,no,0,Yellow,16-12-2024,06-04-2024,Reliance General,Maruti Suzuki,ACTIVE,15-02-2017,GJ,2022,personal,06-03-2026
BR 50 PV 5908,no,0,Red,25-11-2027,07-10-2027,Future Generali,Tata Motors,DEACTIVE,08-08-2017,BR,2006,personal,18-04-2032
GJ 14 GE 3635,no,0,Silver,22-01-2028,07-04-2033,Future Generali,Toyota,ACTIVE,22-02-2016,GJ,2006,commercial,26-09-2032
AP 43 OS 6218,no,0,Yellow,23-05-2030,10-03-2032,SBI General,Hyundai,ACTIVE,01-08-2010,AP,2003,commercial,12-12-2024
AP 50 UV 6122,yes,3,Blue,11-03-2027,06-08-2025,ICICI LOMBARD,Hyundai,ACTIVE,17-08-2012,AP,2023,commercial,10-11-2030
KA 21 MT 3592,no,0,White,11-10-2030,02-11-2032,Bajaj Allianz,Hyundai,DEACTIVE,19-03-2010,KA,2021,personal,30-10-2023
MZ 11 CK 7094,yes,1,Silver,31-12-2029,14-02-2032,ICICI LOMBARD,Tata Motors,DEACTIVE,29-07-2010,MZ,2001,personal,18-08-2031
TS 58 TV 5317,no,0,White,14-08-2031,03-04-2026,ICICI LOMBARD,Hyundai,ACTIVE,22-06-2016,TS,2008,commercial,18-02-2026
CG 85 FI 2739,yes,9,Red,13-01-2026,01-04-2033,United India Insurance,Tata Motors,DEACTIVE,06-07-2023,CG,2023,commercial,27-04-2025
ML 80 EE 3759,yes,2,White,26-02-2026,27-10-2025,New India Assurance,Toyota,ACTIVE,26-06-2022,ML,2009,commercial,14-01-2026
CG 35 KI 2730,no,0,Yellow,09-04-2026,01-04-2028,HDFC ERGO,Hyundai,DEACTIVE,20-01-2017,CG,2022,commercial,11-05-2030
UP 33 GV 9304,no,0,Red,04-03-2027,09-04-2028,United India Insurance,Maruti Suzuki,ACTIVE,28-04-2021,UP,2017,personal,26-08-2029
AS 54 AH 1071,no,0,Black,06-12-2030,21-06-2029,United India Insurance,Tata Motors,DEACTIVE,11-11-2010,AS,2015,commercial,13-08-2025
OD 52 DF 9359,no,0,White,21-01-2028,31-08-2024,HDFC ERGO,Toyota,DEACTIVE,15-05-2015,OD,2007,commercial,11-12-2024
TS 37 XL 7222,no,0,Red,08-06-2031,30-06-2027,United India Insurance,Tata Motors,DEACTIVE,23-07-2022,TS,2008,personal,20-05-2025
UP 53 BP 9123,yes,3,Red,12-09-2024,10-01-2029,United India Insurance,Toyota,ACTIVE,30-06-2012,UP,2006,commercial,01-12-2026
MH 21 GE 9820,yes,1,Green,20-09-2028,24-04-2024,HDFC ERGO,HERO MOTOCORP LTD,ACTIVE,22-07-2021,MH,2017,personal,20-02-2024
KA 79 NV 2783,yes,7,White,09-05-2033,29-02-2028,Bajaj Allianz,Hyundai,DEACTIVE,30-08-2021,KA,2021,personal,23-10-2029
OD 39 LC 9477,no,0,Yellow,05-10-2026,30-03-2025,Oriental Insurance,Toyota,ACTIVE,24-11-2021,OD,2004,personal,21-10-2025
GA 43 IL 5646,yes,1,White,16-07-2025,06-01-2026,HDFC ERGO,HERO MOTOCORP LTD,DEACTIVE,22-03-2015,GA,2004,personal,22-03-2033
UK 69 GZ 7668,yes,3,Silver,07-12-2027,22-04-2032,United India Insurance,Hyundai,ACTIVE,30-10-2014,UK,2001,commercial,20-12-2027
CG 43 JO 7372,yes,9,Red,15-08-2028,23-12-2031,Bajaj Allianz,HERO MOTOCORP LTD,DEACTIVE,05-02-2012,CG,2002,personal,09-09-2030
MH 87 OL 4971,no,0,Yellow,07-04-2025,01-11-2029,Future Generali,Tata Motors,DEACTIVE,08-12-2010,MH,2020,commercial,26-04-2029
AS 11 AL 6863,no,0,White,13-05-2031,24-08-2032,Oriental Insurance,HERO MOTOCORP LTD,DEACTIVE,26-10-2015,AS,2002,personal,17-09-2024
CG 34 ZY 2268,no,0,Black,16-11-2029,08-02-2027,Future Generali,Toyota,ACTIVE,15-10-2022,CG,2023,commercial,17-06-2024
WB 12 HL 7752,yes,1,Red,02-05-2031,13-12-2029,Tata AIG,Hyundai,ACTIVE,10-09-2020,WB,2008,commercial,15-05-2025
MN 37 IQ 1301,no,0,Silver,23-05-2029,29-09-2027,ICICI LOMBARD,Hyundai,DEACTIVE,29-04-2017,MN,2007,commercial,12-11-2032
TR 37 MF 7993,no,0,Blue,21-04-2030,19-03-2026,Reliance General,Maruti Suzuki,DEACTIVE,30-01-2015,TR,2019,commercial,23-09-2030
JK 59 NJ 8895,no,0,Blue,30-09-2031,19-05-2031,New India Assurance,Toyota,ACTIVE,13-11-2018,JK,2001,commercial,14-03-2028
KL 83 DP 4329,no,0,Black,07-11-2030,03-03-2027,Future Generali,Maruti Suzuki,ACTIVE,16-05-2020,KL,2009,personal,10-07-2026
RJ 24 NW 9076,no,0,White,14-07-2024,27-12-2024,HDFC ERGO,Tata Motors,ACTIVE,11-10-2015,RJ,2022,personal,07-07-2033
GJ 66 TM 9866,no,0,Blue,17-01-2027,02-07-2032,Oriental Insurance,HERO MOTOCORP LTD,ACTIVE,13-01-2019,GJ,2020,commercial,03-05-2028
PB 85 SM 3222,yes,3,Blue,23-01-2032,30-09-2023,United India Insurance,Maruti Suzuki,ACTIVE,20-09-2010,PB,2016,personal,18-05-2028
MP 53 OP 7826,no,0,Yellow,27-08-2023,30-10-2027,United India Insurance,Honda,ACTIVE,29-01-2010,MP,2020,commercial,03-04-2027
GA 78 YV 1392,no,0,Blue,14-11-2026,25-09-2024,New India Assurance,Tata Motors,ACTIVE,18-05-2016,GA,2003,personal,25-07-2025
KL 42 TJ 2978,yes,10,Silver,22-04-2028,24-05-2025,Bajaj Allianz,Honda,DEACTIVE,15-08-2018,KL,2013,personal,06-02-2031
TS 82 NT 7022,no,0,White,26-09-2031,25-05-2029,Tata AIG,Tata Motors,DEACTIVE,24-01-2019,TS,2016,commercial,24-01-2033
WB 53 WL 1258,yes,1,Green,08-06-2033,20-07-2027,Reliance General,Hyundai,DEACTIVE,24-03-2019,WB,2002,commercial,26-09-2023
UP 15 UC 2566,yes,1,Green,04-08-2024,10-04-2031,Tata AIG,Toyota,ACTIVE,01-09-2016,UP,2020,commercial,01-09-2025
JH 68 KF 2172,yes,3,Yellow,18-01-2026,12-06-2031,Reliance General,Hyundai,ACTIVE,23-07-2021,JH,2006,commercial,18-04-2029
SK 39 KU 3092,yes,8,Yellow,18-01-2029,02-03-2029,New India Assurance,Honda,DEACTIVE,23-12-2016,SK,2013,personal,22-08-2026
KL 39 VC 5944,no,0,Black,14-12-2023,24-12-2025,SBI General,Maruti Suzuki,ACTIVE,29-12-2012,KL,2002,commercial,02-03-2025
ML 91 FM 8117,no,0,Green,08-12-2024,14-12-2024,HDFC ERGO,Hyundai,ACTIVE,11-12-2018,ML,2014,commercial,25-01-2029
UP 90 CI 7525,no,0,Green,25-05-2031,12-04-2030,Tata AIG,Tata Motors,ACTIVE,11-02-2012,UP,2000,commercial,18-08-2031
AP 30 MN 7996,yes,6,White,10-07-2025,01-06-2031,Oriental Insurance,Tata Motors,DEACTIVE,23-10-2020,AP,2007,personal,18-01-2024
RJ 82 OD 7665,no,0,Red,23-07-2025,06-07-2028,Reliance General,Maruti Suzuki,ACTIVE,01-02-2011,RJ,2021,personal,13-01-2033
TR 74 FO 1996,no,0,Silver,07-01-2025,18-09-2032,ICICI LOMBARD,HERO MOTOCORP LTD,DEACTIVE,20-11-2012,TR,2018,commercial,09-05-2032
TN 28 HN 3892,no,0,Blue,26-05-2028,12-06-2024,HDFC ERGO,HERO MOTOCORP LTD,ACTIVE,09-12-2015,TN,2011,personal,26-09-2028
JH 99 UO 6206,no,0,Silver,12-07-2026,05-05-2028,New India Assurance,Tata Motors,ACTIVE,26-03-2010,JH,2006,personal,25-04-2025
BR 84 AC 5254,yes,10,Yellow,12-08-2023,16-10-2025,Oriental Insurance,HERO MOTOCORP LTD,ACTIVE,16-10-2020,BR,2006,commercial,19-12-2029
MZ 25 TK 8578,yes,10,Green,02-12-2025,07-10-2025,United India Insurance,Toyota,ACTIVE,16-07-2017,MZ,2004,commercial,27-11-2032
NL 70 HH 3617,yes,8,Yellow,21-09-2027,05-02-2030,ICICI LOMBARD,Honda,ACTIVE,03-09-2012,NL,2001,personal,26-06-2024
MZ 60 XR 1604,yes,2,Blue,01-02-2026,21-04-2024,Oriental Insurance,Hyundai,DEACTIVE,23-05-2010,MZ,2000,commercial,21-01-2029
GJ 22 GX 5785,yes,4,Yellow,22-10-2031,14-07-2032,ICICI LOMBARD,HERO MOTOCORP LTD,ACTIVE,02-08-2019,GJ,2021,commercial,23-01-2028
PB 59 OH 4149,yes,9,Black,25-08-2029,10-12-2023,New India Assurance,Hyundai,ACTIVE,17-08-2010,PB,2013,personal,20-07-2027
HP 72 EL 5168,no,0,Yellow,13-09-2023,22-04-2024,SBI General,Honda,DEACTIVE,01-09-2011,HP,2008,personal,18-12-2028
HR 78 OK 3508,no,0,Blue,01-05-2024,12-07-2032,Bajaj Allianz,Honda,DEACTIVE,19-05-2013,HR,2022,commercial,16-06-2027
NL 57 BZ 8763,no,0,Silver,13-07-2030,06-05-2026,Reliance General,Tata Motors,ACTIVE,30-08-2017,NL,2008,commercial,02-08-2032
BR 18 RR 5677,yes,4,Green,01-12-2032,17-03-2033,ICICI LOMBARD,Hyundai,DEACTIVE,12-10-2022,BR,2007,commercial,10-12-2027
AS 27 HC 3297,no,0,Green,15-09-2025,01-02-2026,SBI General,Honda,ACTIVE,17-03-2015,AS,2002,commercial,27-09-2023
MZ 49 AQ 3588,no,0,White,01-12-2025,01-12-2025,HDFC ERGO,Maruti Suzuki,ACTIVE,12-08-2018,MZ,2021,commercial,15-08-2032
TR 98 PR 8559,yes,10,Green,26-11-2030,03-06-2025,SBI General,Maruti Suzuki,DEACTIVE,30-03-2021,TR,2013,commercial,15-02-2030
UK 67 QA 3229,yes,1,Yellow,23-01-2027,16-07-2032,Tata AIG,Honda,DEACTIVE,16-02-2019,UK,2007,commercial,23-12-2032
RJ 47 MP 3133,yes,1,Red,25-11-2024,05-10-2032,United India Insurance,Honda,DEACTIVE,26-07-2012,RJ,2004,personal,28-04-2029
MH 32 KT 8434,yes,6,Blue,05-12-2029,16-12-2027,Bajaj Allianz,HERO MOTOCORP LTD,ACTIVE,16-12-2014,MH,2006,commercial,29-12-2026
MZ 40 TD 6432,yes,5,Red,04-02-2026,04-02-2028,ICICI LOMBARD,Hyundai,ACTIVE,05-04-2016,MZ,2022,commercial,25-08-2026
SK 25 CC 4392,no,0,White,09-12-2024,30-12-2027,Reliance General,Toyota,DEACTIVE,07-11-2013,SK,2004,personal,29-08-2029
HR 76 UR 5168,no,0,White,13-05-2028,23-04-2029,Oriental Insurance,Toyota,DEACTIVE,25-03-2016,HR,2010,commercial,31-07-2023
KA 16 KO 7714,no,0,Silver,23-12-2031,24-04-2024,New India Assurance,Maruti Suzuki,ACTIVE,29-09-2016,KA,2005,commercial,08-08-2023
AS 53 XJ 7003,no,0,Yellow,26-10-2024,03-01-2032,Tata AIG,Toyota,ACTIVE,10-04-2015,AS,2018,personal,15-09-2031
TS 25 FG 1665,no,0,White,21-03-2031,11-08-2023,ICICI LOMBARD,Tata Motors,DEACTIVE,19-04-2010,TS,2000,personal,30-12-2027
GJ 93 WY 8911,no,0,White,04-03-2024,04-04-2024,Bajaj Allianz,HERO MOTOCORP LTD,DEACTIVE,22-06-2017,GJ,2000,personal,04-03-2028
KL 50 RA 3668,no,0,Red,09-12-2023,09-11-2024,Reliance General,Toyota,ACTIVE,12-10-2010,KL,2023,personal,21-02-2032
MN 43 BK 7851,no,0,Red,14-09-2024,13-05-2026,Bajaj Allianz,HERO MOTOCORP LTD,DEACTIVE,07-07-2010,MN,2001,personal,26-08-2025
TR 21 ON 9444,no,0,Red,08-03-2032,23-06-2025,HDFC ERGO,HERO MOTOCORP LTD,ACTIVE,10-10-2010,TR,2010,commercial,30-07-2024
WB 66 ZX 8860,no,0,Blue,27-05-2025,12-12-2031,Future Generali,Toyota,ACTIVE,08-10-2021,WB,2003,personal,30-06-2030
ML 36 XD 6218,yes,6,Yellow,15-05-2031,04-03-2031,HDFC ERGO,Tata Motors,DEACTIVE,24-12-2021,ML,2017,personal,03-09-2023
AR 29 VW 6427,no,0,Silver,16-10-2024,21-08-2030,SBI General,Honda,ACTIVE,08-07-2020,AR,2020,commercial,18-03-2024
